調査年月日,現状判断,分野,地区,業種,理由
2020-07-01,やや悪くなっている,家計,東青,タクシー,あくまでも３カ月前時点との比較表現で、３カ月前といえば４月上旬で新型ウイルスの影響から更に悪化に向かってゆく段階。まだ外出も自粛も厳密ではなく飲食店も開いていたので今現在よりはまだ水準が上だったという意味です。自粛が明けた今、谷底の４月後半に比べると回復の角度は上向いてはいるものの、消滅した施設や店舗もある上に、店舗を再開しても定員を大幅に縮小して人の距離を保った状態での営業を強いられているので全体の動きも今一つ。絶対的水準で観れば景気は（ややではなく）かなり悪い状態にあることは間違いない。
2020-07-01,変わらない,家計,津軽,スーパー,コロナの影響。
2020-07-01,やや悪くなっている,家計,東青,スーパー,コロナ禍の影響で客数減。客単価は上がっていますが、来店頻度が減少しています。
2020-07-01,やや悪くなっている,家計,東青,美容院,来店する期間が長目になっている。１カ月くらいの所が２カ月以上とか。
2020-07-01,やや悪くなっている,家計,東青,設計事務所,実行することを控えてしばらく多種多様にわたり様子見の状態が 続いた。
2020-07-01,変わらない,雇用,県南,新聞社求人広告,コロナの影響が続いている。
2020-07-01,変わらない,企業,県南,広告・デザイン,悪い状態が変わらないという意味です。コロナの影響でイベント等がほぼ中止。それに伴う広告（チラシやＣＭなど）はなくなり、他業種と違い広告会社は、イベント中止＝仕事が発生しないということになりました。
2020-07-01,変わらない,企業,県南,建設,非常事態宣言が解除されたとはいえ、まだ以前のような積極的な行動は見えず、自粛のムードは残っている。 皆まだ飲食を伴う外出は控えているようなので、夜の歓楽街は閑散としている。
2020-07-01,変わらない,企業,津軽,広告・デザイン,現在は、売上額の減少等もなく変わっていない。
2020-07-01,変わらない,企業,県南,紙・パルプ製造,新型ウイルスの影響が続いている。
2020-07-01,変わらない,家計,下北,ガソリンスタンド,３カ月前に比べると同じような景気だと思います。その後ゴールデンウィーク前後を底にして酷い状態でした。例年に比べれば非常に悪くなっています。
2020-07-01,変わらない,家計,県南,コンビニ,低調が続いているという意味で変わらない。コロナ、天候が影響していると思います。
2020-07-01,変わらない,家計,県南,ガソリンスタンド,緊急事態宣言発令そして解除されてはいるが、徐々に経済活動は戻りつつあるものとは思われるが、未だ回復の途上であり、変化は感じられない。
2020-07-01,変わらない,家計,県南,美容院,来客数も変化なく、買物も特別気にしている様子は見えない。
2020-07-01,変わらない,家計,津軽,一般小売店,３カ月前の３カ月間も今の３カ月間も前年比10％減少で変わらず。
2020-07-01,変わらない,家計,津軽,スナック,コロナウイルスの影響がまだまだ続いている。
2020-07-01,変わらない,家計,津軽,コンビニ,コロナの影響により人の行動に制限があり、コンビニエンスストアは酷い影響をうけました。
2020-07-01,変わらない,家計,下北,都市型ホテル,春先から見れば、多少上向きの感じもするが、相変わらず 宴会はほぼ皆無だし、宿泊も以前の状況に戻るには、時間 がかかると思う。
2020-10-01,やや悪くなっている,家計,津軽,設計事務所,計画している設計物件が延期となるケースが増えてきています。新型コロナによる影響です。
2020-10-01,変わらない,雇用,津軽,新聞社求人広告,新型コロナウイルスの影響が続いている。GoToキャンペーンや地域で発行しているプレミアム商品券などの効果はあっても一時的で、冷え込んだ地域経済を押し上げるまでに至っていない。
2020-10-01,やや悪くなっている,家計,津軽,美容院,コロナ、クラスター発生を受けて町に人がいない。
2020-10-01,やや悪くなっている,家計,津軽,スーパー,10月からの第3のビール・たばこの増税により、消費は下向き傾向に感じます。
2020-10-01,やや悪くなっている,家計,東青,設計事務所,日常生活感は景気の悪さをそんなに感じないが、企業に出入りしている営業マンは全体的に低調と話す。
2020-10-01,やや悪くなっている,家計,東青,美容院,そんなに変化はないのですが、やはりコロナの関係はあります。
2020-10-01,やや悪くなっている,家計,東青,スーパー,コロナ禍で客数、来店頻度が減少。客単価は上昇していますが、必要なものしか買っていない。チラシ構成比が上がっている。
2020-10-01,変わらない,企業,県南,広告・デザイン,悪い意味で変わらない。コロナが終息に向かったとしても、我々の様なイベント会社は、中止と決定された以上、仕事は、消滅しました。
2020-10-01,変わらない,家計,県南,タクシー,「GoToトラベル」に期待をしていたが、今のところ期待はずれ。 また、金曜日、土曜日の夜は若い人たちは出ているが、平日の日中は殆ど街に人がいない。夜も同じ。
2020-10-01,変わらない,家計,下北,スーパー,小売業、特に食品関連のスーパーは外食の自粛によりお客様の購買意欲が落ちていない。
2020-10-01,変わらない,家計,下北,タクシー,コロナが終息しない限り、変わらないと思う。
2020-10-01,変わらない,家計,県南,ガソリンスタンド,多少、自粛ムードは緩和されて、往来は増えてきているように感じられるが、従前のような行動様式には戻っていない。戻れない。
2020-10-01,変わらない,家計,県南,商店街,人の動きは以前よりあるように感じるが、経済活動に直結しているかは疑問だ。
2020-10-01,変わらない,家計,県南,設計事務所,新型コロナウイルスへの怖さは消えず、苦しい戦いは続いている印象。
2020-10-01,変わらない,家計,県南,レストラン,市街へ足を運ぶ人がへっている。自粛期間と変わらないと思う。
